"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity"
"bnj","Eastern Tawbuid","Austronesian",,1.30812990665436,7.90258979797363,0,,,7190,613.4548376,0
"bnp","Bola","Austronesian",,1.29639029502869,7.36079216003418,0,,,13700,801.8440446,0
"boa","Bora","Witotoan","NE-South-America",1.50073254108429,10.851375579834,0,1,1,3390,6489.536129,0
"bod","Central Tibetan","Sino-Tibetan","Inner-Asia",,,,0.65980726480484,3,1269080,445099.2712,1
"boj","Anjam","Trans-New-Guinea",,1.20491766929626,8.37029361724854,0,,,2020,45.43480577,0
"bol","Bole","Afro-Asiatic","African-Savannah",,,0,1,1,100000,10316.82879,0
"bom","Berom","Niger-Congo","African-Savannah",,,0,0.386363625526428,11,300000,1303.663283,0
"bon","Bine","Eastern-Trans-Fly",,1.29257583618164,8.3958158493042,0,,,2000,562.9579206,0
"bor","Borôro","Bororoan","NE-South-America",,,0,0.857142865657806,11,1020,16618.02995,0
"bot","Bongo","Nilo-Saharan","African-Savannah",,,0,0.571428596973419,7,10100,1136.141128,0
"box","Buamu","Niger-Congo",,1.54920399188995,7.69690322875977,0,,,186000,16024.80677,0
"boz","Tiéyaxo Bozo","Niger-Congo","African-Savannah",,,0,0.666666686534882,1,118000,1613.674019,0
"bpr","Koronadal Blaan","Austronesian","Oceania",1.4156665802002,7.80751514434814,0,,,150000,2289.104788,0
"bps","Sarangani Blaan","Austronesian",,1.53834962844849,7.97922086715698,0,,,90800,2060.912317,0
"bpu","Bongu","Trans-New-Guinea","N-Coast-New-Guinea",,,0,0.583333313465118,3,850,27.64259215,0
"bqc","Boko","Niger-Congo","African-Savannah",1.95258355140686,9.42753982543945,0,,,110000,10343.88336,0
"bqp","Busa","Niger-Congo","African-Savannah",1.79849553108215,8.79486560821533,0,0.333333343267441,3,40000,2364.994787,0
"bre","Breton","Indo-European","Europe",1.65134906768799,8.8233757019043,0,0.636363625526428,11,500000,12504.16169,0
"brg","Baure","Maipurean","NE-South-America",,,0,0.555555582046509,9,13,119.7231311,0
"brh","Brahui","Dravidian","Indic",,,0,0.745932519435883,24,2200000,92379.9524,0
"bri","Mokpwe","Niger-Congo","African-Savannah",,,0,1,4,32200,719.1775734,0
"brm","Barambu","Niger-Congo","S-Africa",,,0,0.714285731315613,7,25600,8078.440311,0
"bru","Eastern Bru","Austro-Asiatic","Southeast-Asia",1.45057153701782,7.78918027877808,0,,,124600,7064.955721,0
"brx","Bodo","Sino-Tibetan","Indic",,,0,0.714285731315613,7,1543300,1528.566455,0
"bsc","Bassari","Niger-Congo","African-Savannah",,,0,1,1,21900,3486.607556,0
"bsh","Kati","Indo-European","Inner-Asia",,,0,0,1,19400,6916.887491,0
"bsk","Burushaski","Language-isolate","Indic",,,0,0.783581376075745,24,87000,1675.924064,0
"bsn","Barasana","Tucanoan","NE-South-America",1.22427463531494,9.13288307189941,0,0.574816823005676,26,1890,3118.717002,0
"bss","Akoose","Niger-Congo",,1.7162116765976,9.74463272094727,0,,,100000,1643.188594,0
"bsw","Baiso","Afro-Asiatic","Greater-Abyssinia",,,0,0.400000005960465,1,1010,28.37024965,0
"btd","Batak Dairi","Austronesian",,1.60149466991425,8.69629001617432,0,,,1200000,3045.582333,0
"bth","Biatah","Austronesian","Southeast-Asia",1.53054344654083,8.27986526489258,0,,,72380,1052.893904,0
"bto","Iriga Bicolano","Austronesian",,1.58463072776794,8.31446552276611,0,,,234000,571.281046,0
"bts","Batak Simalungun","Austronesian",,1.54829490184784,8.33354377746582,0,,,1200000,3535.447698,0
"btt","Bete-Bendi","Niger-Congo",,1.44505286216736,7.98458576202393,0,,,36800,278.2482262,0
"btx","Batak Karo","Austronesian","Southeast-Asia",1.55211794376373,8.71568298339844,0,0.487083345651627,20,600000,8614.805482,0
"bud","Ntcham","Niger-Congo","African-Savannah",1.70004451274872,8.96777629852295,0,1,3,157000,2355.395956,0
"buf","Bushoong","Niger-Congo","S-Africa",,,0,0.833333313465118,6,155000,20428.54248,0
"bug","Bugis","Austronesian","Oceania",1.47808599472046,9.68404865264893,0.090615823864937,,,3500000,21048.92764,1
"buh","Younuo Bunu","Hmong-Mien",,,,0,0,6,9720,490.83812,0
"buk","Bugawac","Austronesian",,1.50343537330627,7.90266704559326,0,,,9690,1013.329802,0
"bul","Bulgarian","Indo-European","Europe",1.85380351543427,9.31476020812988,,0.4765625,16,8775000,101895.8359,1
"bum","Bulu","Niger-Congo","African-Savannah",1.68504118919373,8.14333248138428,0.482509046792984,0.5,2,858000,49898.42599,1
"buo","Terei","South-Bougainville","Oceania",,,0,0.833333313465118,6,26500,968.2535306,0
"bus","Bokobaru","Niger-Congo",,1.78429424762726,8.90019512176514,0,,,30000,4330.027278,0
"buu","Budu","Niger-Congo","S-Africa",,,0,0.428571432828903,7,180000,6292.578018,0
"bvr","Burarra","Australian","N-Australia",1.10468029975891,8.89680957794189,0,0.833333313465118,6,700,4056.718397,0
"bvx","Dibole","Niger-Congo","S-Africa",,,0,1,3,4000,2196.275472,0
"bvz","Bauzi","East-Geelvink-Bay","Interior-New-Guinea",1.1300003528595,8.55389499664307,0,0.5625,4,1500,8408.767196,0
"bwe","Bwe Karen","Sino-Tibetan","Southeast-Asia",,,0,0.28571429848671,7,15700,734.5833727,0
"bwi","Baniwa","Maipurean","NE-South-America",,,0,0,1,6070,9693.936495,0
"bwq","Southern Bobo Madaré","Niger-Congo",,1.4818434715271,7.48921632766724,0,,,312000,8571.084698,0
"bwu","Buli","Niger-Congo","African-Savannah",1.33517444133759,7.2313814163208,0,,,150000,2238.505334,0
"bxh","Buhutu","Austronesian",,1.47726166248322,8.57764434814453,0,,,1350,1254.639476,0
"bxk","Bukusu","Niger-Congo","S-Africa",,,0,0.75,1,565000,2964.493939,0
"bxm","Mongolia Buriat","Altaic",,,,0,0.881944417953491,12,64900,90670.14735,0
"bxr","Russia Buriat","Altaic",,1.70190250873566,11.2546348571777,0,,,369000,114292.129,0
"byn","Bilen","Afro-Asiatic","Greater-Abyssinia",,,0,1,6,91000,1449.706207,0
"byr","Baruya","Trans-New-Guinea","Interior-New-Guinea",1.51270115375519,10.2759799957275,0,1,5,6600,589.6530543,0
"byw","Belhariya","Sino-Tibetan","Indic",,,0,0.865476191043854,10,500,44.18659028,0
"byx","Qaqet","East-New-Britain","N-Coast-New-Guinea",1.25954353809357,7.56992626190186,0,0.75,3,6350,1617.282129,0
"bzd","Bribri","Chibchan","Mesoamerica",1.52774608135223,8.39058208465576,0,0.491666674613953,10,11000,1193.644542,0
"bzf","Boikin","Sepik","N-Coast-New-Guinea",,,0,1,2,31300,2253.527533,0
"bzh","Mapos Buang","Austronesian",,1.53463411331177,8.42937660217285,0,,,10500,117.0490955,0
"bzj","Belize Kriol English","Creole",,1.5813410282135,7.78972387313843,,,,70000,4615.977657,1
"bzq","Buli","Austronesian","Oceania",,,0,0.416666656732559,3,2520,1062.597147,0
"caa","Chortí","Mayan","Mesoamerica",1.2308441400528,7.80217981338501,0,1,1,30010,841.8644009,0
"cab","Garifuna","Maipurean","Mesoamerica",1.48198759555817,9.65699672698975,0,0.694444417953491,9,130800,2363.271092,0
"cac","San Sebastián Coatán Chuj","Mayan","Mesoamerica",1.33494210243225,8.10139560699463,0,,,19500,277.2050702,0
"caf","Southern Carrier","Eyak-Athabaskan",,1.50713992118835,9.27907752990723,0,,,500,329.0002874,0
"cak","Central Cakchiquel","Mayan",,1.32384622097015,7.94226884841919,0,,,132000,1061.475284,0
"cam","Cemuhî","Austronesian","Oceania",,,0,0.111111111938953,9,2050,530.3221157,0
"can","Chambri","Ramu-Lower-Sepik","N-Coast-New-Guinea",,,0,1,2,1700,180.0302984,0
"cao","Chácobo","Panoan","NE-South-America",1.35058271884918,8.37896156311035,0,0.615384638309479,13,550,900.0032885,0
"cap","Chipaya","Chipaya-Uru","Andean",1.33860301971436,10.0996809005737,0,0.666666686534882,6,1200,2113.937362,0
"caq","Car Nicobarese","Austro-Asiatic","Southeast-Asia",,,,0.289495795965195,17,37000,125.3331492,1
"car","Carib","Cariban","NE-South-America",1.32980155944824,9.21429347991943,0,0.602450966835022,17,7430,42506.85377,0
"cas","Tsimané","Mosetenan","NE-South-America",1.45934200286865,8.5975866317749,0,0.747619032859802,7,5320,1901.868065,0
"cat","Catalan-Valencian-Balear","Indo-European","Europe",1.82186555862427,9.13711357116699,0.556430697441101,0.234375,8,11351000,54965.02623,1
"cav","Cavineña","Tacanan","NE-South-America",1.29829788208008,9.43630218505859,0,0.888888895511627,3,1180,4164.112663,0
"cax","Chiquitano","Language-isolate","NE-South-America",1.39448046684265,9.44640254974365,0,1,4,5860,130039.8514,0
"cbc","Carapana","Tucanoan","NE-South-America",1.27109265327454,9.11748695373535,0,1,7,650,1183.226307,0
"cbi","Chachi","Barbacoan","Andean",1.4618433713913,10.3827285766602,0,0.714285731315613,7,9500,1187.213216,0
"cbk","Chavacano","Creole","Oceania",1.38522279262543,7.63272428512573,0,1,1,293000,1752.301961,0
"cbr","Cashibo-Cacataibo","Panoan","Andean",1.30670666694641,9.13149070739746,0,0.625,8,5000,10478.46304,0
"cbs","Cashinahua","Panoan","NE-South-America",1.49106287956238,10.0506191253662,0,0.25,2,2000,26831.23979,0
"cbt","Chayahuita","Cahuapanan","Andean",1.31966698169708,10.2853355407715,0,0.5,1,11400,7219.244641,0
"cbu","Candoshi-Shapra","Language-isolate","Andean",1.46083009243011,10.9165000915527,0,0.666666686534882,3,3000,11959.52243,0
"cbv","Cacua","Puinavean","NE-South-America",1.1717973947525,8.7105131149292,0,,,150,300.3979875,0
"cce","Chopi","Niger-Congo",,1.54738283157349,8.47808933258057,0,,,760000,8191.246885,0
"cco","Comaltepec Chinantec","Otomanguean","Mesoamerica",1.25345754623413,8.22818946838379,0,0.5,11,2000,316.6339865,0
"cdm","Chepang","Sino-Tibetan","Indic",,,0,0.783333361148834,5,36800,1091.556313,0
"ceb","Cebuano","Austronesian","Oceania",1.42755115032196,7.94418144226074,,0.472222208976746,9,15800000,31854.47102,1
"ceg","Chamacoco","Zamucoan",,1.36508810520172,8.23410701751709,0,,,1800,7614.210559,0
"ces","Czech","Indo-European","Europe",2.08588361740112,10.2898283004761,0.192173972725868,0.636363625526428,11,9282000,77514.52025,1
"cfm","Falam Chin","Sino-Tibetan",,1.54419672489166,8.12681293487549,0,,,121000,5969.415196,0
"cgc","Kagayanen","Austronesian",,1.3090808391571,7.68512153625488,0,,,30000,451.7328841,0
"cgg","Chiga","Niger-Congo","S-Africa",,,0,0.543981492519379,18,1580000,4884.445009,0
"cha","Chamorro","Austronesian","Oceania",1.58266365528107,8.60251712799072,,0.375931680202484,23,76700,882.6573712,1
"chd","Highland Oaxaca Chontal","Tequistlatecan","Mesoamerica",1.44063627719879,10.0563182830811,0,0.25,1,3600,1933.110472,0
"che","Chechen","North-Caucasian","Greater-Mesopotamia",1.76706039905548,10.1374349594116,,0.541666686534882,12,1330000,16802.27693,1
"chf","Tabasco Chontal","Mayan","Mesoamerica",1.40826117992401,8.11896133422852,0,0.5,10,38000,4566.360691,0
"chk","Chuukese","Austronesian","Oceania",1.4230809211731,8.50259590148926,,0.5625,4,45900,87.6132546,1
"chl","Cahuilla","Uto-Aztecan","California",,,0,0.768055558204651,18,14,119.3258158,0
"cho","Choctaw","Muskogean","E-North-America",,,0,0.909090936183929,11,11400,639.4636393,0
"chp","Chipewyan","Eyak-Athabaskan","E-North-America",,,0,0.666666686534882,6,9030,3916.593284,0
"chq","Quiotepec Chinantec","Otomanguean","Mesoamerica",1.45714735984802,8.77320098876953,0,0.5,6,8000,167.7264934,0
"chr","Cherokee","Iroquoian","E-North-America",1.6215695142746,10.8032846450806,0,0.75,8,16400,1915.277245,0
"chv","Chuvash","Altaic","Inner-Asia",1.74418783187866,10.5668249130249,0.15625,0.693137228488922,17,1640000,16901.20157,0
"chx","Chantyal","Sino-Tibetan","Indic",,,0,0.777777791023255,6,2000,153.4384253,0
"chy","Cheyenne","Algic","Basin-and-Plains",,,0,0.583333313465118,3,1720,1684.184727,0
"chz","Ozumacín Chinantec","Otomanguean",,1.35479009151459,8.72285175323486,0,,,5000,211.649735,0
"cic","Chickasaw","Muskogean","E-North-America",,,0,1,1,1000,457.5876691,0
"cir","Tiri","Austronesian","Oceania",,,0,0.22135417163372,16,260,697.4628875,0
"cjo","Ashéninka Pajonal","Maipurean","Andean",1.38168287277222,10.6417970657349,0,,,12000,4620.612111,0
"cjp","Cabécar","Chibchan","Mesoamerica",1.52720940113068,8.6124382019043,0,,,8840,3210.074316,0
"cjs","Shor","Altaic","Inner-Asia",1.63891446590424,10.2102222442627,0,0,1,6210,14123.55192,0
"cjv","Chuave","Trans-New-Guinea","Interior-New-Guinea",1.2569717168808,8.32998371124268,0,,,23100,269.5087985,0
"cko","Anufo","Niger-Congo","African-Savannah",1.47826731204987,7.4398307800293,0,0.25,9,137600,2774.583136,0
"ckt","Chukot","Chukotko-Kamchatkan","N-Coast-Asia",,10.5046300888062,0,0.519472777843475,28,7740,186833.6406,0
"cku","Koasati","Muskogean","E-North-America",,,0,0.772222220897675,24,200,189.8064708,0
"cla","Ron","Afro-Asiatic","African-Savannah",,,0,0,2,115000,2112.363987,0
"cld","Chaldean Neo-Aramaic","Afro-Asiatic","Greater-Mesopotamia",,,0,1,6,110000,193.0627419,0
"cle","Lealao Chinantec","Otomanguean","Mesoamerica",1.14684367179871,8.47805404663086,0,0.433730155229569,21,2000,81.14568211,0
"clh","Chilisso","Indo-European",,,,0,1,8,2300,31.27977824,0
"clk","Idu-Mishmi","Sino-Tibetan","Indic",,,0,1,1,11080,21010.60545,0
"clm","Clallam","Salish","Alaska-Oregon",,,1,1,1,10,184.175919,0
"clo","Lowland Oaxaca Chontal","Tequistlatecan","Mesoamerica",,,0,0.75,8,950,68.08553488,0
"clu","Caluyanun","Austronesian",,1.39144051074982,8.04537963867188,0,,,30000,126.0352513,0
"cly","Eastern Highland Chatino","Otomanguean",,1.28727293014526,7.33498954772949,0,,,2000,94.27287593,0
"cme","Cerma","Niger-Congo","African-Savannah",1.49302732944489,8.73315048217773,0,0.200000002980232,5,63100,2785.552569,0
"cmi","Emberá-Chamí","Chocoan","Andean",,,0,1,1,5510,12681.64394,0
"cmn","Mandarin Chinese","Sino-Tibetan","Southeast-Asia",2.60633754730225,,0.177581086754799,0.298714280128479,25,844355000,3259574.487,1
"cng","Northern Qiang","Sino-Tibetan","Southeast-Asia",,,0,0.708333313465118,8,57800,4024.123618,0
"cnh","Haka Chin","Sino-Tibetan","Southeast-Asia",1.523592710495,7.81691694259644,0.242424249649048,0.068877547979355,14,100000,3244.421394,1
"cni","Asháninka","Maipurean","Andean",1.39454460144043,10.7126693725586,0,,,26100,17708.75355,0
"cnl","Lalana Chinantec","Otomanguean",,1.0958069562912,8.39670372009277,0,,,10500,982.0605503,0
"cnt","Tepetotutla Chinantec","Otomanguean","Mesoamerica",1.42003321647644,9.26736164093018,0,0.5,1,2000,349.4584469,0
"cnw","Ngawn Chin","Sino-Tibetan",,1.57635474205017,8.40592288970947,0,,,15000,1595.262804,0
"coc","Cocopa","Cochimí-Yuman","Mesoamerica",,,0,0.740000009536743,5,350,1192.343171,0
"cod","Cocama-Cocamilla","Tupian","NE-South-America",,,0,0.522727251052857,11,2843,28682.4927,0
"coe","Koreguaje","Tucanoan","NE-South-America",1.25121080875397,10.0025005340576,0,1,2,2210,3355.380807,0
"cof","Colorado","Barbacoan","Andean",1.28581881523132,10.0628271102905,0,0.949999988079071,5,2300,341.2124986,0
"cok","Santa Teresa Cora","Uto-Aztecan",,1.22304821014404,8.56647968292236,0,,,7000,2403.767727,0
"col","Columbia-Wenatchi","Salish","Basin-and-Plains",,,0,1,1,75,2137.332942,0
"com","Comanche","Uto-Aztecan","Basin-and-Plains",,,0,0.614682555198669,21,200,116.2938489,0
"con","Cofán","Language-isolate","Andean",1.41110682487488,10.1245002746582,0,,,1700,3911.826575,0
"coo","Comox","Salish","Alaska-Oregon",,,0,1,4,400,273.1375868,0
"cor","Cornish","Indo-European","Europe",,,1,0.400000005960465,10,468425,,0
"cot","Caquinte","Maipurean",,1.26601934432983,11.3375654220581,0,,,300,1007.129817,0
"cpa","Palantla Chinantec","Otomanguean","Mesoamerica",1.19224309921265,8.78958415985107,0,0.574999988079071,10,25000,560.0514514,0
"cpb","Ucayali-Yurúa Ashéninka","Maipurean",,1.43881952762604,10.9643049240112,0,,,7870,19889.83073,0
"cpc","Ajyíninka Apurucayali","Maipurean",,1.42709052562714,10.915885925293,0,0.643333315849304,15,4000,2784.937484,0
"cpu","Pichis Ashéninka","Maipurean",,1.46325504779816,10.9781246185303,0,,,12000,6158.754651,0
"crd","Coeur d'Alene","Salish","Basin-and-Plains",,,0,0.600000023841858,5,5,1033.158692,0
"crh","Crimean Turkish","Altaic","Inner-Asia",1.74967217445374,,0,,,178000,386.55111,0
"crk","Plains Cree","Algic","E-North-America",,,0,0.640062093734741,23,34100,13922.08326,0
"crm","Moose Cree","Algic",,2.1092312335968,9.11281776428223,0,,,4500,539.8947614,0
"crn","El Nayar Cora","Uto-Aztecan","Mesoamerica",1.23593878746033,8.47089576721191,0,0.666666686534882,6,8000,3531.572209,0
"cro","Crow","Siouan-Catawban","Basin-and-Plains",,,0,0.75,4,4280,9024.704193,0
"crq","Iyo'wujwa Chorote","Matacoan","SE-South-America",1.47747576236725,9.08487129211426,0,,,2038,3608.287631,0
"crs","Seselwa Creole French","Creole","S-Africa",1.54390239715576,8.05276298522949,,,,72700,479.2757529,1
"crt","Iyojwa'ja Chorote","Matacoan",,1.47789824008942,9.08656787872314,0,0,1,800,1570.274509,0
"crw","Chrau","Austro-Asiatic","Southeast-Asia",,,0,0.113095238804817,14,22600,4872.435139,0
"crx","Carrier","Eyak-Athabaskan","Alaska-Oregon",1.54882025718689,9.53078460693359,0,,,2060,1464.063062,0
"csk","Jola-Kasa","Niger-Congo","African-Savannah",1.41500759124756,9.36531257629395,0,,,45100,1294.587495,0
"csm","Central Sierra Miwok","Miwok-Costanoan","California",,,0,1,1,12,331.5177798,0
"cso","Sochiapan Chinantec","Otomanguean","Mesoamerica",1.2932904958725,8.18335342407227,0,,,5800,117.8020633,0
"csw","Swampy Cree","Algic",,,,0,0.666666686534882,3,4500,3768.378506,0
"csy","Siyin Chin","Sino-Tibetan","Southeast-Asia",1.51166915893555,8.01950454711914,0,0.111111111938953,9,10000,209.23036,0
"csz","Coos","Coosan",,,,0,0.537500023841858,22,1,52.49012618,0
"cta","Tataltepec Chatino","Otomanguean","Mesoamerica",1.20087313652039,7.19175338745117,0,,,4000,115.8088601,0
"ctd","Tedim Chin","Sino-Tibetan","Southeast-Asia",1.39623427391052,8.06505870819092,0,0.25,8,344000,7563.885793,0
"ctg","Chittagonian","Indo-European",,,,,0.75,1,13000000,12432.48729,1
"ctp","Western Highland Chatino","Otomanguean","Mesoamerica",1.21777808666229,7.1278281211853,0,0.16666667163372,6,12000,730.5193339,0
"ctu","Tumbalá Chol","Mayan",,1.32476449012756,7.9802942276001,0,,,90000,249.7390636,0
"cua","Cua","Austro-Asiatic","Southeast-Asia",,,0,1,1,27800,1186.364806,0
"cub","Cubeo","Tucanoan","NE-South-America",1.34958481788635,9.79091644287109,,0.809523820877075,7,6800,10224.6771,1
"cuc","Usila Chinantec","Otomanguean","Mesoamerica",1.31735396385193,9.32632160186768,0,,,9000,112.8019056,0
"cui","Cuiba","Guajiboan","NE-South-America",1.20142078399658,9.20532035827637,0,1,2,2830,10694.44452,0
"cuk","San Blas Kuna","Chibchan",,1.51382219791412,10.7790260314941,0,,,57100,8969.600428,0
"cut","Teutila Cuicatec","Otomanguean","Mesoamerica",1.16847288608551,7.28965663909912,0,,,3690,202.3106046,0
"cux","Tepeuxila Cuicatec","Otomanguean",,1.31951868534088,7.83683681488037,0,,,8500,538.3617744,0
"cwe","Kwere","Niger-Congo",,1.56611883640289,9.94310855865479,0,,,98000,3091.515197,0
"cwt","Kuwaataay","Niger-Congo",,1.62172031402588,9.82043933868408,0,,,6210,91.49111408,0
"cya","Nopala Chatino","Otomanguean","Mesoamerica",1.28757762908936,7.33371639251709,0,,,11000,428.6640606,0
"cym","Welsh","Indo-European","Europe",1.68209671974182,8.97693061828613,,0.171130955219269,7.5,508000,12729.36746,1
"czt","Zotung Chin","Sino-Tibetan",,1.50010669231415,8.67938232421875,0,,,40000,1649.234249,0
"daa","Dangaléat","Afro-Asiatic","African-Savannah",1.57098078727722,9.07460021972656,0,,,45000,1039.51638,0
"dad","Marik","Austronesian",,1.52077615261078,8.72338676452637,0,,,3500,147.9499683,0
"dag","Dagbani","Niger-Congo","African-Savannah",,,0,0.444444447755814,9,800000,16234.81119,0
"dah","Gwahatike","Trans-New-Guinea",,1.39075601100922,8.87267303466797,0,,,1570,50.15539837,0
"dai","Day","Niger-Congo","African-Savannah",,,0,0,3,49900,1608.541892,0
"dal","Dahalo","Afro-Asiatic","S-Africa",,,0,1,2,400,633.391951,0
"dan","Danish","Indo-European","Europe",1.71561789512634,8.88390922546387,,0.392857134342194,14,5471000,45268.71238,1
"dar","Dargwa","North-Caucasian","Greater-Mesopotamia",,,0,0.800000011920929,5,510000,5566.140047,0
"dau","Dar Sila Daju","Nilo-Saharan","African-Savannah",,,0,0.5,2,63100,14500.51872,0
"dav","Taita","Niger-Congo","S-Africa",,,0,0.5,2,312000,9325.350908,0
"dbl","Dyirbal","Australian","N-Australia",,,0,0.716666638851166,11,45,2715.949364,0
"ddj","Jaru","Australian","N-Australia",,,0,0.649999976158142,8,340,35570.14537,0
"ddo","Dido","North-Caucasian","Greater-Mesopotamia",,,0,0.725000023841858,8,15400,728.6980326,0
"dds","Donno So Dogon","Niger-Congo","African-Savannah",,,0,0.75,8,45300,682.8047458,0
"ded","Dedua","Trans-New-Guinea",,1.49285578727722,9.96015739440918,0,,,5620,278.1061953,0
