ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity,ethnologue_L2_users,used_as_L2_by,notes,NOTA BENE! Remember to use Ethnologue version 20 (the 2017 version)!,,,
mni,Meitei,Sino-Tibetan,Southeast-Asia,,,,0.5435515642,24,1391000,4013.291481,1,FALSE,"Used as L2 by Aimol [aim], Anal [anm], Chiru [cdf], Chothe Naga [nct], Gangte [gnb], Hmar [hmr], Inpui Naga [nkf], Kharam Naga [kfw], Koireng [nkd], Kom [kmm], Lamkang [lmk], Mao Naga [nbi], Maram Naga [nma], Monsang Naga [nmh], Moyon Naga [nmo], Purum [pub], Tarao Naga [tro], Thado Chin [tcz], Thangal Naga [nki].",,,,,
mnk,Mandinka,Niger-Congo,African-Savannah,1.45423317,7.697743893,,0.5,3,1346000,14872.49408,1,FALSE,"Used as L2 by Badyara [pbp], Balanta-Ganja [bjt], Gusilay [gsl], Jola-Fonyi [dyo], Karon [krx], Mlomp [mlo].",,,,,
mnr,Mono,Uto-Aztecan,Basin-and-Plains,,,0,0.8571428657,7,39,566.5204842,0,FALSE,no information,semi-speakers,,,,
mns,Mansi,Uralic,Inner-Asia,,,0,0.6571428776,14,2750,6841.104597,0,FALSE,no information,,,,,
mnw,Mon,Austro-Asiatic,Southeast-Asia,,,0,0.0227272734,11,851000,19088.93982,0,FALSE,no information,,,,,
mnx,Manikion,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,1.161085844,8.168012619,0,0.75,4,12000,2698.834127,0,FALSE,no information,,,,,
mnz,Moni,Trans-New-Guinea,Interior-New-Guinea,,,0,0.5,2,20000,3235.955148,0,FALSE,"Used as L2 by Nduga [ndx], Wano [wno].",,,,,
moc,Mocoví,Guaykuruan,SE-South-America,1.306489587,8.952335358,0,0.75,8,4530,20214.30926,0,FALSE,no information,,,,,
moe,Montagnais,Algic,E-North-America,,,0,0.625,4,8480,2013.002028,0,FALSE,Used as L2 by Naskapi [nsk].,,,,,
mog,Mongondow,Austronesian,Oceania,1.453205466,8.606232643,0,,,900000,4783.685852,0,FALSE,Used as L2 by Lolak [llq].,,,,,
moh,Mohawk,Iroquoian,E-North-America,,,0.0274725277,0.6999999881,10,3760,1281.045948,0,TRUE,no information,,,,,
moj,Monzombo,Niger-Congo,African-Savannah,,,0,0.5,2,12600,906.0543165,0,FALSE,no information,,,,,
mok,Morori,Trans-New-Guinea,S-New-Guinea,,,0,0.5,2,50,922.0374303,0,FALSE,"Used as L2 by Bädi Kanum [khd], Ngkâlmpw Kanum [kcd], Smärky Kanum [kxq], Sota Kanum [krz].",,,,,
mop,Mopán Maya,Mayan,Mesoamerica,1.153640985,7.596959114,0,0.5,2,11800,2247.847699,0,FALSE,no information,,,,,
mor,Moro,Niger-Congo,African-Savannah,1.550665975,9.534004211,0,0.5833333135,12,30000,1322.157306,0,FALSE,no information,,,,,
mos,Mòoré,Niger-Congo,African-Savannah,1.734273911,8.49669838,,0.625,8,5019700,67122.11797,1,FALSE,"Used as L2 by Bisa [bib], Dagaari Dioula [dgd], Gourmanchéma [gux], Kasem [xsm], Koromfé [kfz], Lyélé [lee], Malba Birifor [bfo], Matya Samo [stj], Maya Samo [sym], Sininkere [skq], Southern Nuni [nnw], Southern Samo [sbd].",,,,,
mov,Mohave,Cochimí-Yuman,Basin-and-Plains,,,0,0,1,75,735.5685798,0,FALSE,no information,,,,,
mox,Molima,Austronesian,,1.35718286,8.71113205,0,,,4010,343.7289228,0,FALSE,no information,,,,,
moz,Mukulu,Afro-Asiatic,African-Savannah,,,0,1,2,12000,331.0880638,0,FALSE,no information,,,,,
mpb,Mullukmulluk,Australian,N-Australia,,,0,0.6071428657,7,10,3880.011211,0,FALSE,no information,,,,,
mpc,Mangarayi,Australian,N-Australia,,,0,0.6581845284,24,50,6976.610832,0,FALSE,no information,,,,,
mpe,Majang,Nilo-Saharan,Greater-Abyssinia,,,0.01323706377,0.8571428657,7,15300,5571.020545,0,TRUE,Used as L2 by Shabo [sbf].,,,,,
mph,Maung,Australian,N-Australia,,,0,0.6436335444,23,240,762.2346044,0,FALSE,no information,,,,,
mpj,Martu Wangka,Australian,S-Australia,,,0,0.200000003,1,720,100501.0031,0,FALSE,Used as L2 by Kukatja [kux].,,,,,
mpk,Mbara,Afro-Asiatic,African-Savannah,,,0,0.571428597,7,1000,353.0890673,0,FALSE,no information,,,,,
mpm,Yosondúa Mixtec,Otomanguean,Mesoamerica,1.347061753,7.031485558,0,0.08333333582,3,5000,117.4860106,0,FALSE,no information,,,,,
mpq,Matís,Panoan,NE-South-America,,,0,0.7857142687,7,240,14.78683134,0,FALSE,no information,,,,,
mps,Dadibi,Trans-New-Guinea,Interior-New-Guinea,1.222971797,7.916692734,0,,,10000,1442.124423,0,FALSE,no information,,,,,
mpt,Mian,Trans-New-Guinea,,1.371423125,9.722575188,0,0.6999999881,10,1400,2055.461616,0,FALSE,no information,,,,,
mpx,Misima-Paneati,Austronesian,,1.446086884,8.386517525,0,,,18000,305.9032047,0,FALSE,"Used as L2 by Bwanabwana [tte], Muyuw [myw], Rifao [nmw], Sudest [tgo], Yele [yle].",,,,,
mqb,Mbuko,Afro-Asiatic,,1.40887475,7.688249111,0,,,13000,67.97598258,0,FALSE,no information,,,,,
mqf,Momuna,Somahai,S-New-Guinea,,,0,1,2,2000,3534.888466,0,FALSE,no information,,,,,
mqj,Mamasa,Austronesian,Oceania,1.405425906,9.467018127,0,,,100000,2594.770615,0,FALSE,no information,,,,,
mqs,West Makian,West-Papuan,Oceania,,,0,0.5185185075,9,12000,280.5336008,0,FALSE,no information,,,,,
mqy,Manggarai,Austronesian,Oceania,1.602997303,8.757248878,0,0.1666666716,6,500000,5319.209505,0,FALSE,no information,,,,,
mra,Mlabri,Austro-Asiatic,Southeast-Asia,,,0,0.1666666716,2,324,591.2180982,0,FALSE,no information,,,,,
mrc,Maricopa,Cochimí-Yuman,Basin-and-Plains,,,0,0.7499008179,24,160,275.8180361,0,FALSE,no information,,,,,
mrg,Miri,Sino-Tibetan,Indic,,,0,0.8928571343,4.5,571000,,0,FALSE,no information,,,,,
mrh,Mara Chin,Sino-Tibetan,Southeast-Asia,,,0,0.1666666716,6,42000,2497.622147,0,FALSE,Used as L2 by Zyphe Chin [zyp].,,,,,
mri,Maori,Austronesian,Oceania,1.414768815,7.219075203,0,0.1941358,27,60000,31775.98822,0,FALSE,no information,,,,,
mrq,North Marquesan,Austronesian,Oceania,,,0,0.200000003,5,3400,588.9453619,0,FALSE,no information,,,,,
mrt,Marghi Central,Afro-Asiatic,African-Savannah,,,0,0.553571403,14,158000,8890.997537,0,FALSE,Used as L2 by Kibaku [ckl].,,,,,
mrw,Maranao,Austronesian,Oceania,1.458763957,7.777459621,0,,,776000,5357.106715,0,FALSE,no information,,,,,
mrz,Marind,Trans-New-Guinea,S-New-Guinea,,,0,0.6032051444,13,7000,13986.23889,0,FALSE,"Used as L2 by Morori [mok], Yei [jei].",,,,,
msb,Masbatenyo,Austronesian,,1.535349488,,0.4166666567,,,350000,3195.24645,1,TRUE,Used as L2 by Southern Sorsoganon [srv].,,,,,
msj,Ma,Niger-Congo,S-Africa,,,0,1,3,4700,1258.299239,0,FALSE,no information,,,,,
msk,Mansaka,Austronesian,,1.265519023,,0,,,57800,3672.035941,0,FALSE,Used as L2 by Mandaya [mry].,,,,,
msm,Agusan Manobo,Austronesian,,1.395754933,7.93662262,0,,,60000,9512.800163,0,FALSE,Used as L2 by Rajah Kabunsuwan Manobo [mqk].,,,,,
mso,Mombum,Trans-New-Guinea,S-New-Guinea,,,0,1,1,250,712.6528578,0,FALSE,no information,,,,,
msu,Musom,Austronesian,N-Coast-New-Guinea,,,0,0.5,4,200,153.6696997,0,FALSE,no information,,,,,
msy,Aruamu,Ramu-Lower-Sepik,N-Coast-New-Guinea,1.359523654,9.120747566,0,1,2,8000,437.7950103,0,FALSE,no information,,,,,
mta,Cotabato Manobo,Austronesian,,1.286861658,7.667304039,0,,,30000,1446.293808,0,FALSE,Used as L2 by Tiruray [tiy].,,,,,
mte,Mono,Austronesian,Oceania,,,0,0.5,4,3340,410.0474999,0,FALSE,no information,,,,,
mtg,Una,Trans-New-Guinea,Interior-New-Guinea,,,0,0.6661764979,17,4000,2134.162592,0,FALSE,no information,,,,,
mti,Maiwa,Trans-New-Guinea,,1.585373282,8.816896439,0,,,1400,1042.722148,0,FALSE,Used as L2 by Dima [jma].,,,,,
mtj,Moskona,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,1.224764347,7.64355278,0,,,8000,4421.037469,0,FALSE,no information,,,,,
mto,Totontepec Mixe,Mixe-Zoquean,Mesoamerica,1.107003689,8.184015274,0,,,5200,438.0913874,0,FALSE,no information,,,,,
mtp,Wichí Lhamtés Nocten,Matacoan,,1.307328224,8.508073807,0,,,1910,7592.232194,0,FALSE,no information,,,,,
mua,Mundang,Niger-Congo,African-Savannah,,,0,0.4642857015,7,235700,6571.221681,0,FALSE,Used as L2 by Mambai [mcs].,,,,,
mug,Musgu,Afro-Asiatic,African-Savannah,,,0,0.3333333433,9,85900,5362.383418,0,FALSE,no information,,,,,
muh,Mündü,Niger-Congo,African-Savannah,1.293113232,7.418478489,0,,,25800,4573.370124,0,FALSE,"Used as L2 by Avokaya [avu], Baka [bdh].",,,,,
mur,Murle,Nilo-Saharan,African-Savannah,1.621484041,8.933084488,0,0.6479166746,16,60200,14657.86788,0,FALSE,no information,,,,,
mus,Muskogee,Muskogean,E-North-America,,,0,1,5,4300,594.1901077,0,FALSE,Used as L2 by Natchez [ncz].,,,,,
mux,Mbo-Ung,Trans-New-Guinea,,1.232050419,9.1652174,0,,,40900,620.6722495,0,FALSE,no information,,,,,
muy,Muyang,Afro-Asiatic,,1.388524652,8.269515038,0,,,30000,117.2992807,0,FALSE,no information,,,,,
muz,Mursi,Nilo-Saharan,Greater-Abyssinia,,,0.004579741508,0.8571428657,7,3280,2115.515269,0,TRUE,Used as L2 by Kwegu [xwg].,,,,,
mva,Manam,Austronesian,N-Coast-New-Guinea,1.340108991,8.764012337,0,0.5297619104,14,7950,87.42940922,0,FALSE,Used as L2 by Kaiep [kbw].,,,,,
mvf,Peripheral Mongolian,Altaic,Inner-Asia,,,0,1,4,3380000,991085.5113,0,FALSE,"Used as L2 by Daur [dta], Evenki [evn], Kalmyk-Oirat [xal], Oroqen [orh], Tuva [tyv].",,,,,
mvn,Minaveha,Austronesian,S-New-Guinea,1.341005445,,0,1,1,2300,83.67653447,0,FALSE,Used as L2 by Koluwawa [klx].,,,,,
mvp,Duri,Austronesian,,1.423215508,9.147719383,0,,,95000,737.0685172,0,FALSE,no information,,,,,
mwe,Mwera,Niger-Congo,S-Africa,,,0,0.96875,8,469000,15515.19956,0,FALSE,no information,,,,,
mwf,Murrinh-Patha,Australian,N-Australia,,7.832343578,0,0.625,2,1430,4241.105918,0,FALSE,Used as L2 by Marti Ke [zmg].,,,,,
mwm,Sar,Nilo-Saharan,,1.509583592,,,,,183000,8486.637932,1,FALSE,"Used as L2 by Gulay [gvl], Kwang [kvi], Ngam [nmc], Tumak [tmc], Tunia [tug].",,,,,
mwp,Kala Lagaw Ya,Australian,N-Australia,,,0,0.875,1,930,810.9982828,0,FALSE,no information,,,,,
mwq,Mün Chin,Sino-Tibetan,,1.255743384,7.443239212,0,,,30000,7551.776606,0,FALSE,"Used as L2 by Daai Chin [dao], Kaang Chin [ckn], Rawngtu Chin [weu].",,,,,
mwv,Mentawai,Austronesian,Southeast-Asia,1.364616036,9.040518761,0,1,1,58000,6090.053089,0,FALSE,no information,,,,,
mww,Hmong Daw,Hmong-Mien,Southeast-Asia,1.253909826,7.726658344,0,0.25,1,435400,23057.27874,0,FALSE,no information,,,,,
mxb,Tezoatlán Mixtec,Otomanguean,,1.272529364,7.938520908,0,,,6200,139.1817565,0,FALSE,no information,,,,,
mxj,Miju-Mishmi,Sino-Tibetan,Indic,,,0,1,2,18200,3693.788923,0,FALSE,no information,,,,,
mxk,Monumbo,Torricelli,N-Coast-New-Guinea,,,0,0.625,2,410,20.91377819,0,FALSE,no information,,,,,
mxp,Tlahuitoltepec Mixe,Mixe-Zoquean,Mesoamerica,1.480053902,8.651484489,0,1,1,5000,194.0069799,0,FALSE,no information,,,,,
mxq,Juquila Mixe,Mixe-Zoquean,,1.507086635,9.027633667,0,,,8000,301.9677242,0,FALSE,no information,,,,,
mxt,Jamiltepec Mixtec,Otomanguean,Mesoamerica,1.293617368,7.344437599,0,0,2,10000,112.7537359,0,FALSE,Used as L2 by Ixtayutla Mixtec [vmj].,,,,,
mxu,Mada,Afro-Asiatic,African-Savannah,,,0,0,2,17000,50.45471439,0,FALSE,Used as L2 by Wuzlam [udl].,,,,,
mxx,Mahou,Niger-Congo,African-Savannah,,,0,0,10,169000,8185.995387,0,FALSE,no information,,,,,
mya,Burmese,Sino-Tibetan,Southeast-Asia,1.258251786,,0.2332328856,0.334474206,24,32300000,214756.8114,1,TRUE,no information,,,,,
myb,Mbay,Nilo-Saharan,African-Savannah,1.755612373,8.843029022,0,0.8125,8,88300,4252.731753,0,FALSE,no information,,,,,
mye,Myene,Niger-Congo,S-Africa,,,0,0,1,46700,16477.2155,0,FALSE,no information,,,,,
myk,Mamara Senoufo,Niger-Congo,,1.497322679,7.690621376,0,,,738000,15588.41384,0,FALSE,no information,,,,,
mym,Me'en,Nilo-Saharan,Greater-Abyssinia,,,0.04005085677,0.875,8,80000,9196.881011,0,TRUE,Used as L2 by Kwegu [xwg].,,,,,
myp,Pirahã,Muran,NE-South-America,,,0,0.5223602653,23,360,2319.272881,0,FALSE,no information,,,,,
myu,Mundurukú,Tupian,NE-South-America,1.451919675,9.107859612,0,0.75,3,10100,43579.63386,0,FALSE,Used as L2 by Apinayé [apn].,,,,,
myv,Erzya,Uralic,Inner-Asia,1.758502841,10.64913559,0,0.8999999762,10,614000,8190.950044,0,FALSE,no information,,,,,
myw,Muyuw,Austronesian,S-New-Guinea,1.520626426,9.653196335,0,,,6000,955.3225659,0,FALSE,Used as L2 by Budibud [btp].,,,,,
myx,Masaba,Niger-Congo,,1.504935145,10.15093327,0,,,1120000,2028.565637,0,FALSE,no information,,,,,
myy,Macuna,Tucanoan,NE-South-America,1.270683169,8.968710899,0,,,1110,2414.365443,0,FALSE,"Used as L2 by Tanimuca-Retuarã [tnc], Waimaha [bao].",,,,,
mzb,Tumzabt,Afro-Asiatic,N-Africa,,,0,1,1,70000,8713.581976,0,FALSE,no information,,,,,
mzh,Wichí Lhamtés Güisnay,Matacoan,,1.430445194,8.604345322,0,0.4464285672,25,15000,11392.03843,0,FALSE,no information,,,,,
mzk,Nigeria Mambila,Niger-Congo,African-Savannah,1.470293999,7.669211864,0,,,99000,1774.542644,0,FALSE,no information,,,,,
mzl,Mazatlán Mixe,Mixe-Zoquean,,1.190736771,8.43871212,0,,,19200,1052.529345,0,FALSE,no information,,,,,
mzm,Mumuye,Niger-Congo,African-Savannah,1.293092132,7.105955124,0,0.1439393908,11,400000,6160.457892,0,FALSE,"Used as L2 by Nyong [muo], Yendang [ynq], Yotti [yot].",,,,,
mzn,Mazanderani,Indo-European,Greater-Mesopotamia,,,0,0.5,2,3270000,25547.26628,0,FALSE,no information,,,,,
mzp,Movima,Language-isolate,NE-South-America,,,0,0.3333333433,3,1450,2962.07221,0,FALSE,no information,,,,,
mzw,Deg,Niger-Congo,,1.653747678,7.905970573,0,,,26400,2760.357291,0,FALSE,no information,,,,,
mzz,Maiadomu,Austronesian,,1.384025931,9.065753937,0,,,730,131.1697095,0,FALSE,Used as L2 by Gumawana [gvs].,,,,,
nab,Southern Nambikuára,Nambiquaran,NE-South-America,0.9904922247,11.74796772,0,0.8714285493,10,1150,21524.73062,0,FALSE,no information,,,,,
naf,Nabak,Trans-New-Guinea,N-Coast-New-Guinea,1.468642354,9.866745949,0,0.7407407165,9,16000,357.5131503,0,FALSE,Used as L2 by Numanggang [nop].,,,,,
nag,Naga Pidgin,Creole,Southeast-Asia,,,,0.5,1,30000,435.1239834,1,FALSE,"Used as L2 by Angami Naga [njm], Chang Naga [nbc], Dimasa [dis], Konyak Naga [nbe], Lotha Naga [njh], Monsang Naga [nmh], Phom Naga [nph], Pochuri Naga [npo], Sakachep [sch], Sangtam Naga [nsa], Southern Rengma Naga [nre], Sumi Naga [nsm], Yimchungru Naga [yim].",,,,,
nak,Nakanai,Austronesian,N-Coast-New-Guinea,1.148122668,7.410801411,0,0.4930555522,12,13000,1169.736819,0,FALSE,no information,,,,,
nal,Nalik,Austronesian,N-Coast-New-Guinea,,,0,0,2,5140,287.8485135,0,FALSE,no information,,,,,
nam,Nangikurrunggurr,Australian,N-Australia,,,0,0.8999999762,3.5,220,10857.40558,0,FALSE,no information,,,,,
nan,Min Nan Chinese,Sino-Tibetan,Southeast-Asia,1.582466245,8.645025253,,,,40700000,83308.79709,1,FALSE,"Used as L2 by Lingao [onb], She [shx], Tsat [huq].",,,,,
naq,Nama,Khoisan,S-Africa,1.679337978,8.733511925,0,0.3960317373,24,251100,139925.7656,0,FALSE,Used as L2 by Hai||om [hgm].,,,,,
nas,Naasioi,South-Bougainville,Oceania,1.418336034,10.34706783,0,0.7142857313,7,20000,894.2270391,0,FALSE,no information,,,,,
nau,Nauruan,Austronesian,Oceania,,,0.09708737582,1,1,6000,18.26055485,1,TRUE,"Used as L2 by Kiribati [gil], Kosraean [kos], Marshallese [mah], Tuvaluan [tvl].",,,,,
nav,Navajo,Eyak-Athabaskan,Basin-and-Plains,,,0,0.5065789223,19,149000,59896.65411,0,FALSE,no information,,,,,
nbc,Chang Naga,Sino-Tibetan,Southeast-Asia,,,0,0.6666666865,9,60900,212.4571863,0,FALSE,no information,,,,,
nbi,Mao Naga,Sino-Tibetan,Southeast-Asia,,,0,0.5357142687,7,81000,716.230325,0,FALSE,no information,,,,,
nbj,Ngarinman,Australian,N-Australia,,,0,0.75,4,170,18233.97352,0,FALSE,Used as L2 by Djamindjung [djd].,,,,,
nbl,Ndebele,Niger-Congo,S-Africa,1.70995903,11.69063759,0.5622490048,0.6999999881,10,640000,1774.355943,1,TRUE,no information,,,,,
nbm,Ngbaka Ma'bo,Niger-Congo,S-Africa,,,0,0.375,2,99000,8107.43937,0,FALSE,no information,,,,,
nbq,Nggem,Trans-New-Guinea,,1.273504615,8.938752174,0,,,4400,1036.113438,0,FALSE,no information,,,,,
nca,Iyo,Trans-New-Guinea,N-Coast-New-Guinea,1.382698774,9.148431778,0,,,6900,474.3741083,0,FALSE,no information,,,,,
ncb,Central Nicobarese,Austro-Asiatic,Southeast-Asia,,,0,0.3333333433,3,10100,360.1339473,0,FALSE,no information,,,,,
nce,Yale,Language-isolate,N-Coast-New-Guinea,,,0,0.8333333135,6,600,480.9869968,0,FALSE,no information,,,,,
ncg,Nisga'a,Tsimshian,Alaska-Oregon,,,0.6355932355,0.1428571492,10,920,211.3460715,0,TRUE,no information,,,,,
nch,Central Huasteca Nahuatl,Uto-Aztecan,,1.318162203,8.85249424,0,,,200000,2320.675374,0,FALSE,no information,,,,,
ncj,Northern Puebla Nahuatl,Uto-Aztecan,Mesoamerica,1.329770565,8.627165794,0,0.8000000119,5,60000,375.4435861,0,FALSE,no information,,,,,
nck,Nakara,Australian,N-Australia,,,0,0.5833333135,3,88,247.3863081,0,FALSE,no information,,,,,
ncl,Michoacán Nahuatl,Uto-Aztecan,Mesoamerica,1.413220406,8.850439072,0,0.625,8,3000,371.5299538,0,FALSE,no information,,,,,
ncu,Chumburung,Niger-Congo,African-Savannah,1.269995213,7.754088402,0,,,69000,1846.551712,0,FALSE,no information,,,,,
nde,Ndebele,Niger-Congo,,1.709569931,11.68626022,,,,1567000,87062.86112,1,FALSE,"Used as L2 by Kalanga [kck], Nambya [nmq].",,,,,
ndi,Samba Leko,Niger-Congo,African-Savannah,,,0,0,1,62000,2206.566194,0,FALSE,no information,,,,,
ndo,Ndonga,Niger-Congo,S-Africa,1.584179401,9.721674919,0,0.5833333135,12,1070000,55070.98709,0,FALSE,no information,,,,,
ndp,Ndo,Nilo-Saharan,,1.531862497,9.32807827,0,,,133800,2182.070442,0,FALSE,no information,,,,,
nds,Low Saxon,Indo-European,Europe,1.726418138,9.002779007,0,,,1000,,0,FALSE,Used as L2 by Northern Frisian [frr].,,,,,
ndt,Ndunga,Niger-Congo,S-Africa,,,0,0.5,6,2500,205.8002732,0,FALSE,no information,,,,,
ndv,Ndut,Niger-Congo,African-Savannah,,,0,0.571428597,7,38600,79.37539477,0,FALSE,no information,,,,,
neb,Toura,Niger-Congo,African-Savannah,1.512243032,8.200638771,0,,,38500,2272.731757,0,FALSE,no information,,,,,
nee,Kumak,Austronesian,Oceania,,,0,0.25,1,950,864.4195287,0,FALSE,no information,,,,,
new,Newar,Sino-Tibetan,Indic,,,0.03648164868,0.6437500119,9,839000,426.0925867,0,TRUE,no information,,,,,
nez,Nez Perce,Sahaptian,Basin-and-Plains,,,0,0.6725000143,20,200,3168.050154,0,FALSE,no information,semi-speakers,,,,
nfr,Nafaanra,Niger-Congo,African-Savannah,1.52356565,7.379584789,0,,,61000,1620.056759,0,FALSE,Used as L2 by Dompo [doy].,,,,,
nga,Ngbaka,Niger-Congo,S-Africa,,,0,0.5,2,1013650,28904.56485,0,FALSE,"Used as L2 by Gilima [gix], Mbandja [zmz], Mono [mnh], Ngbundu [nuu].",,,,,
ngi,Ngizim,Afro-Asiatic,African-Savannah,,,0,0.4444444478,9,80000,2357.34646,0,FALSE,no information,,,,,
ngk,Ngalkbun,Australian,N-Australia,,,0,1,4,20,15681.8163,0,FALSE,Used as L2 by Rembarunga [rmb].,,,,,
ngo,Ngoni,Niger-Congo,S-Africa,,,0,0.6666666865,6,223000,21264.84729,0,FALSE,no information,,,,,
ngu,Guerrero Nahuatl,Uto-Aztecan,,1.324660659,,0,,,150000,8755.552786,0,FALSE,no information,,,,,
nhe,Eastern Huasteca Nahuatl,Uto-Aztecan,,1.312912226,8.869650841,0,0.625,8,410000,4559.82822,0,FALSE,Used as L2 by Huastec [hus].,,,,,
nhg,Tetelcingo Nahuatl,Uto-Aztecan,Mesoamerica,1.54155004,9.290959358,0,0.4559523761,21,3500,94.53567508,0,FALSE,no information,,,,,
nhi,Tenango Nahuatl,Uto-Aztecan,,1.443166733,9.29507637,0,,,17100,147.8330556,0,FALSE,no information,,,,,
nhn,Central Nahuatl,Uto-Aztecan,Mesoamerica,,,0,1,1,40000,990.2745878,0,FALSE,no information,,,,,
nhr,Naro,Khoisan,S-Africa,1.482469201,,0.5,,,14000,58640.93732,1,TRUE,"Used as L2 by !Xóõ [nmn], ||Gana [gnk], |Gwi [gwj], Ju|’hoansi [ktz].",,,,,
nhu,Noone,Niger-Congo,African-Savannah,1.52080524,8.07499218,0,0.4444444478,9,25000,296.304951,0,FALSE,"Used as L2 by Bum [bmv], Limbum [lmp], Ncane [ncr], Oku [oku], Sari [asj].",,,,,
nhw,Western Huasteca Nahuatl,Uto-Aztecan,Mesoamerica,1.299381018,8.88888073,0,,,400000,2812.755566,0,FALSE,no information,,,,,
nhx,Isthmus-Mecayapan Nahuatl,Uto-Aztecan,Mesoamerica,,,0,1,2,20000,666.860063,0,FALSE,no information,,,,,
nhy,Northern Oaxaca Nahuatl,Uto-Aztecan,,1.397424102,9.077185631,0,,,9000,154.6019898,0,FALSE,no information,,,,,
nia,Nias,Austronesian,Southeast-Asia,1.54041183,8.744138718,0,0.6166666746,10,770000,5246.585405,0,FALSE,no information,,,,,
nif,Nek,Trans-New-Guinea,,1.470277905,9.751241684,0,,,1500,55.56372962,0,FALSE,no information,,,,,
nih,Nyiha,Niger-Congo,S-Africa,,,0,1,2,662000,6226.775499,0,FALSE,no information,,,,,
nii,Nii,Trans-New-Guinea,Interior-New-Guinea,1.353408813,7.768592358,0,,,12000,414.0408516,0,FALSE,no information,,,,,
nij,Ngaju,Austronesian,Southeast-Asia,1.50835216,8.551531792,,,,890000,31470.93035,1,FALSE,no information,,,,,
nim,Nilamba,Niger-Congo,,1.758026123,11.0622406,0,,,455000,6763.601906,0,FALSE,no information,,,,,
nin,Ninzo,Niger-Congo,,1.510394573,7.394886971,0,,,35000,390.1554228,0,FALSE,Used as L2 by Sambe [xab].,,,,,
nio,Nganasan,Uralic,Inner-Asia,,,0,0.6666666865,9,500,23240.57063,0,FALSE,Used as L2 by Tundra Enets [enh].,,,,,
nir,Nimboran,Nimboran,N-Coast-New-Guinea,,,0,0.5,5,2000,332.9293987,0,FALSE,no information,,,,,
nit,Southeastern Kolami,Dravidian,,,,0,0.6461538672,13,10000,1045.29852,0,FALSE,no information,,,,,
niu,Niue,Austronesian,Oceania,,,,0.1666666716,12,7950,266.1852725,1,FALSE,no information,,,,,
niv,Gilyak,Language-isolate,N-Coast-Asia,,,0,0.6960813403,24,690,8086.597086,0,FALSE,no information,,,,,
niy,Ngiti,Nilo-Saharan,S-Africa,,,0,0.5021929741,19,100000,581.1592975,0,FALSE,no information,,,,,
njb,Nocte Naga,Sino-Tibetan,Southeast-Asia,,,0,1,5,35000,1251.991428,0,FALSE,no information,,,,,
njh,Lotha Naga,Sino-Tibetan,Southeast-Asia,,,0,0.7857142687,7,148000,741.5071607,0,FALSE,Used as L2 by Sumi Naga [nsm].,,,,,
njm,Angami Naga,Sino-Tibetan,Southeast-Asia,1.630119085,9.084886551,,,,125000,2004.664831,1,FALSE,"Used as L2 by Chokri Naga [nri], Khezha Naga [nkh], Sumi Naga [nsm].",,,,,
njo,Ao Naga,Sino-Tibetan,Southeast-Asia,,,0,0.6818181872,11,232000,1429.068231,0,FALSE,"Used as L2 by Chang Naga [nbc], Sangtam Naga [nsa], Sumi Naga [nsm].",,,,,
nju,Ngadjunmaya,Australian,S-Australia,,,0,0.6666666865,6,10,72951.24475,0,FALSE,no information,No known L1 speakers,,,,
nko,Nkonya,Niger-Congo,African-Savannah,1.559315085,,0,0.5625,8,28000,194.5438378,0,FALSE,no information,,,,,
nkr,Nukuoro,Austronesian,Oceania,,,0,1,1,860,0.605304827,0,FALSE,no information,,,,,
nlc,Nalca,Trans-New-Guinea,,1.363100529,9.203717232,0,,,11100,1387.78004,0,FALSE,no information,,,,,
nld,Dutch,Indo-European,Europe,1.690642357,8.753768921,,0.3307291567,16,21220000,90175.3317,1,FALSE,no information,,,,,
nlg,Gela,Austronesian,Oceania,,,0,0.25,4,11900,412.710932,0,FALSE,no information,,,,,
nll,Nihali,Language-isolate,,,,0,0.4785714149,5,2000,382.1287467,0,FALSE,no information,,,,,
nmd,Ndumu,Niger-Congo,S-Africa,,,0,0.400000006,5,4310,352.1725749,0,FALSE,no information,,,,,
